ip_address,name,as_number,as_org,country_code,city,version,error,dnssec,reliability,checked_at,created_at
1.33.184.219,,2514,"NTT PC Communications, Inc.",JP,Setagaya-ku,,,false,0.67,2020-07-14T16:32:13Z,2017-03-29T00:56:10Z
1.33.184.194,,2514,"NTT PC Communications, Inc.",JP,Setagaya-ku,,,false,0.67,2020-07-14T16:32:14Z,2017-03-29T00:56:11Z
1.33.184.92,,2514,"NTT PC Communications, Inc.",JP,Setagaya-ku,,,false,0.50,2020-07-14T16:15:36Z,2017-03-29T00:56:18Z
1.33.184.156,,2514,"NTT PC Communications, Inc.",JP,Setagaya-ku,,,false,0.50,2020-07-14T16:15:38Z,2017-03-29T00:56:25Z
1.33.184.173,,2514,"NTT PC Communications, Inc.",JP,Setagaya-ku,,,false,0.50,2020-07-14T16:15:39Z,2017-03-29T00:56:26Z
124.6.169.35,,132199,Globe Telecom Inc.,PH,City of Muntinglupa,dnsmasq-2.52,,false,0.50,2020-07-14T16:15:57Z,2017-04-04T03:32:36Z
124.6.165.193,,132199,Globe Telecom Inc.,PH,Tagbilaran,dnsmasq-2.52,,false,0.50,2020-07-14T16:15:58Z,2017-04-04T03:32:41Z
124.6.164.69,,132199,Globe Telecom Inc.,PH,Albalate,dnsmasq-2.52,,true,0.50,2020-07-14T16:16:02Z,2017-04-04T03:32:53Z
124.6.174.103,,132199,Globe Telecom Inc.,PH,City of Muntinglupa,dnsmasq-2.52,,false,0.50,2020-07-14T16:16:02Z,2017-04-04T03:33:01Z
124.6.187.38,,132199,Globe Telecom Inc.,PH,City of Muntinglupa,dnsmasq-2.52,,false,0.50,2020-07-14T16:16:03Z,2017-04-04T03:33:08Z
124.6.188.203,,132199,Globe Telecom Inc.,PH,City of Muntinglupa,dnsmasq-2.52,,false,0.50,2020-07-14T16:16:04Z,2017-04-04T03:33:11Z
190.54.120.23,,6429,Telmex Chile Internet S.A.,CL,Santiago,,,false,0.94,2020-07-15T06:37:19Z,2017-07-23T01:44:01Z
202.58.198.158,,45701,"Internet Madju Abad Millenindo, PT",ID,Samarinda,,,false,0.47,2020-07-15T06:37:21Z,2017-09-05T22:54:58Z
